"Code","Description","Parent"
"En_84","Aerospace Entities","En"
"En_84_10","Major Aerospace Entities","En_84"
"En_84_10_10","Major Aerospace Buildings","En_84_10"
"En_84_10_11","Major Aerospace Grounds","En_84_10"
"En_84_10_13","Major Aerospace Bridges","En_84_10"
"En_84_10_16","Major Aerospace Towers","En_84_10"
"En_84_10_19","Major Aerospace Runways","En_84_10"
"En_84_50","Minor Aerospace Entities","En_84"
"En_84_50_10","Minor Aerospace Buildings","En_84_50"
"En_84_50_11","Minor Aerospace Grounds","En_84_50"
"En_84_50_13","Minor Aerospace Bridges","En_84_50"
"En_84_50_16","Minor Aerospace Towers","En_84_50"
"En_84_50_19","Minor Aerospace Runways","En_84_50"
"En_84_80","Aerospace Loading And Embarkation Entities","En_84"
"En_84_80_10","Aerospace Loading Buildings","En_84_80"
"En_84_80_50","Aerospace Embarkation Buildings","En_84_80"
"En_84_90","Aerospace Storage And Repair Entities","En_84"
"En_84_90_10","Aerospace Storage Buildings","En_84_90"
"En_84_90_50","Aerospace Repair Buildings","En_84_90"
"En_85","Process Engineering Entities","En"
"En_95","Temporary Entities","En"
