"Code","Description","Parent"
"Sp_40_70_32","Funeral Vaults","Sp_40_70"
"Sp_40_70_33","Gardens Of Remembrance","Sp_40_70"
"Sp_40_70_50","Mausoleums","Sp_40_70"
"Sp_40_70_54","Morgues","Sp_40_70"
"Sp_40_70_55","Mortuaries","Sp_40_70"
"Sp_40_70_78","Shrines","Sp_40_70"
"Sp_40_70_90","Tombs","Sp_40_70"
"Sp_40_90","Animal Medical, Health, Welfare And Funerary Spaces","Sp_40"
"Sp_40_90_02","Animal Clinics","Sp_40_90"
"Sp_40_90_03","Animal Clipping And Pedicuring Boutiques","Sp_40_90"
"Sp_40_90_04","Animal Dispensaries","Sp_40_90"
"Sp_40_90_05","Animal Exercise Yards","Sp_40_90"
"Sp_40_90_06","Animal Funerary Spaces","Sp_40_90"
"Sp_40_90_07","Animal Operating Theatres","Sp_40_90"
"Sp_40_90_08","Animal Quarantine Spaces","Sp_40_90"
"Sp_40_90_09","Animal Recovery Wards","Sp_40_90"
"Sp_40_90_37","Hippotherapy Pools","Sp_40_90"
"Sp_40_90_90","Welfare Aquaria","Sp_40_90"
"Sp_40_90_92","Welfare Aviaries","Sp_40_90"
"Sp_40_90_93","Welfare Cages","Sp_40_90"
"Sp_40_90_95","Welfare Kennels","Sp_40_90"
"Sp_40_90_97","Welfare Stables","Sp_40_90"
"Sp_40_90_98","Welfare Stalls","Sp_40_90"
"Sp_40_90_99","Welfare Sties","Sp_40_90"
"Sp_45","Recreational Spaces","Sp"
"Sp_45_05","Amusement Spaces","Sp_45"
"Sp_45_05_01","Adventure Playgrounds","Sp_45_05"
"Sp_45_05_03","Amusement Arcades","Sp_45_05"
"Sp_45_05_08","Bookmaker's Halls","Sp_45_05"
"Sp_45_05_11","Camping Sites","Sp_45_05"
"Sp_45_05_12","Caravan Sites","Sp_45_05"
"Sp_45_05_13","Casino Floors","Sp_45_05"
"Sp_45_05_23","Dodgem Cars Arenas","Sp_45_05"
"Sp_45_05_42","Indoor Rides","Sp_45_05"
"Sp_45_05_43","Interpretation Spaces","Sp_45_05"
"Sp_45_05_58","Observation Decks","Sp_45_05"
"Sp_45_05_59","Outdoor Activity Areas","Sp_45_05"
"Sp_45_05_60","Outdoor Rides","Sp_45_05"
"Sp_45_05_62","Permanent Fair Grounds","Sp_45_05"
"Sp_45_05_63","Play Spaces","Sp_45_05"
"Sp_45_05_64","Playgrounds","Sp_45_05"
"Sp_45_05_65","Pleasure Gardens","Sp_45_05"
"Sp_45_05_67","Public Gardens","Sp_45_05"
"Sp_45_05_68","Public Parks","Sp_45_05"
"Sp_45_05_88","Temporary Fair Grounds","Sp_45_05"
"Sp_45_05_89","Theme Parks","Sp_45_05"
"Sp_45_05_90","Tourist Information Offices","Sp_45_05"
"Sp_45_05_99","Zen Gardens","Sp_45_05"
"Sp_45_20","Dining Spaces","Sp_45"
"Sp_45_20_05","Banqueting Rooms","Sp_45_20"
"Sp_45_20_06","Bars","Sp_45_20"
"Sp_45_20_07","Beer Cellars","Sp_45_20"
"Sp_45_20_08","Beer Gardens","Sp_45_20"
"Sp_45_20_09","Beverage Stations","Sp_45_20"
"Sp_45_20_10","Buffet Bars","Sp_45_20"
"Sp_45_20_11","Canteens","Sp_45_20"
"Sp_45_20_14","Cocktail Lounges","Sp_45_20"
"Sp_45_20_15","Cold Rooms","Sp_45_20"
"Sp_45_20_16","Cook/ Chill Spaces","Sp_45_20"
"Sp_45_20_19","Customer Queuing Spaces","Sp_45_20"
"Sp_45_20_20","Customer Waiting Areas","Sp_45_20"
"Sp_45_20_27","Enclosed Dining Areas","Sp_45_20"
"Sp_45_20_28","Food Courts","Sp_45_20"
"Sp_45_20_32","Footpath Dining Areas","Sp_45_20"
"Sp_45_20_33","Function Rooms","Sp_45_20"
"Sp_45_20_45","Kitchens","Sp_45_20"
"Sp_45_20_46","Larders","Sp_45_20"
"Sp_45_20_52","Messes","Sp_45_20"
"Sp_45_20_58","Open-Plan Dining Areas","Sp_45_20"
"Sp_45_20_59","Outdoor Dining Areas","Sp_45_20"
"Sp_45_20_60","Pantries","Sp_45_20"
"Sp_45_20_72","Refectories","Sp_45_20"
"Sp_45_20_75","Salad Bars","Sp_45_20"
"Sp_45_20_77","Serveries","Sp_45_20"
"Sp_45_20_87","Tap Rooms","Sp_45_20"
"Sp_45_20_90","Tray Return Spaces","Sp_45_20"
"Sp_45_20_96","Waste Food Handling Spaces","Sp_45_20"
"Sp_45_20_98","Wine Cellars","Sp_45_20"
"Sp_45_35","Historic Recreational Spaces","Sp_45"
"Sp_45_35_04","Anglo-Saxon Ruins","Sp_45_35"
"Sp_45_35_06","Battle Sites","Sp_45_35"
"Sp_45_35_37","Historic Earthworks","Sp_45_35"
"Sp_45_35_41","Indoor Historic Spaces","Sp_45_35"
"Sp_45_35_42","Industrial Ruins","Sp_45_35"
"Sp_45_35_51","Medieval Ruins","Sp_45_35"
"Sp_45_35_57","Norman Ruins","Sp_45_35"
"Sp_45_35_66","Prehistoric Ruins","Sp_45_35"
"Sp_45_35_72","Roman Ruins","Sp_45_35"
"Sp_45_35_95","Viking Ruins","Sp_45_35"
"Sp_45_60","Performing Arts Performance Spaces","Sp_45"
"Sp_45_60_06","Bandstands","Sp_45_60"
"Sp_45_60_11","Cat Walks","Sp_45_60"
"Sp_45_60_13","Circus Rings","Sp_45_60"
"Sp_45_60_21","Dance Floors","Sp_45_60"
"Sp_45_60_30","Film Studios","Sp_45_60"
"Sp_45_60_31","Fixed Stages","Sp_45_60"
"Sp_45_60_52","Mobile Stages","Sp_45_60"
"Sp_45_60_53","Motion Picture Screen Spaces","Sp_45_60"
"Sp_45_60_55","Music Recording Studios","Sp_45_60"
"Sp_45_60_58","Orchestra Pits","Sp_45_60"
"Sp_45_60_59","Outdoor Theatre Spaces","Sp_45_60"
"Sp_45_60_62","Performance Spaces","Sp_45_60"
"Sp_45_60_80","Sound Shells","Sp_45_60"
"Sp_45_60_81","Sound Stages","Sp_45_60"
"Sp_45_60_88","Temporary Stages","Sp_45_60"
"Sp_45_65","Performing Arts Ancillary Spaces","Sp_45"
"Sp_45_65_02","Amphitheatres","Sp_45_65"
"Sp_45_65_04","Audience Lobbies","Sp_45_65"
"Sp_45_65_05","Auditoria","Sp_45_65"
"Sp_45_65_06","Backstage Spaces","Sp_45_65"
"Sp_45_65_08","Box Seating Spaces","Sp_45_65"
"Sp_45_65_30","Fly Towers","Sp_45_65"
"Sp_45_65_31","Foyers","Sp_45_65"
"Sp_45_65_33","Gallery Seating Spaces","Sp_45_65"
"Sp_45_65_35","Green Rooms","Sp_45_65"
"Sp_45_65_47","Lighting Control Booths","Sp_45_65"
"Sp_45_65_55","Music Recording Control Booths","Sp_45_65"
"Sp_45_65_66","Projection Booths","Sp_45_65"
"Sp_45_65_72","Rehearsal Rooms","Sp_45_65"
"Sp_45_65_76","Scenery Control Booths","Sp_45_65"
"Sp_45_65_79","Sound Control Booths","Sp_45_65"
"Sp_45_65_80","Sound Locks","Sp_45_65"
"Sp_45_65_84","Stage Wings","Sp_45_65"
"Sp_45_65_85","Stalls Seating Spaces","Sp_45_65"
"Sp_45_65_88","Temporary Seating Areas","Sp_45_65"
"Sp_45_65_89","Ticket Offices","Sp_45_65"
"Sp_45_75","Social Recreation Spaces","Sp_45"
"Sp_45_75_14","Club Rooms","Sp_45_75"
"Sp_45_75_15","Community Halls","Sp_45_75"
"Sp_45_80","Summer Olympic Sports Play Spaces (Excl. Pool Sports)","Sp_45"
"Sp_45_80_01","Archery Ranges","Sp_45_80"
"Sp_45_80_02","Artistic Gymnastics Arenas","Sp_45_80"
"Sp_45_80_04","Athletics Fields","Sp_45_80"
"Sp_45_80_05","Athletics Tracks","Sp_45_80"
"Sp_45_80_06","Badminton Courts","Sp_45_80"
"Sp_45_80_07","Basketball Courts","Sp_45_80"
"Sp_45_80_08","Beach Volleyball Courts","Sp_45_80"
"Sp_45_80_09","Bmx Cycling Tracks","Sp_45_80"
"Sp_45_80_10","Boxing Rings","Sp_45_80"
"Sp_45_80_11","Canoe Slalom Courses","Sp_45_80"
"Sp_45_80_12","Canoe Sprint Courses","Sp_45_80"
"Sp_45_80_26","Equestrian Dressage Arenas","Sp_45_80"
"Sp_45_80_27","Equestrian Eventing Arenas","Sp_45_80"
"Sp_45_80_28","Equestrian Jumping Courses","Sp_45_80"
"Sp_45_80_29","Fencing Pistes","Sp_45_80"
"Sp_45_80_31","Football Pitches","Sp_45_80"
"Sp_45_80_36","Handball Courts","Sp_45_80"
"Sp_45_80_38","Hockey Pitches","Sp_45_80"
"Sp_45_80_44","Judo Competition Areas","Sp_45_80"
"Sp_45_80_53","Mountain Biking Trails","Sp_45_80"
"Sp_45_80_71","Rhythmic Gymnastics","Sp_45_80"
"Sp_45_80_72","Road Cycling Courses","Sp_45_80"
"Sp_45_80_73","Rowing Courses","Sp_45_80"
"Sp_45_80_75","Sailing Courses","Sp_45_80"
"Sp_45_80_77","Shooting Ranges","Sp_45_80"
"Sp_45_80_87","Table Tennis Spaces","Sp_45_80"
"Sp_45_80_88","Taekwondo Competition Areas","Sp_45_80"
"Sp_45_80_89","Tennis Courts","Sp_45_80"
"Sp_45_80_90","Track Cycling Tracks","Sp_45_80"
"Sp_45_80_91","Trampoline Gymnastics Spaces","Sp_45_80"
"Sp_45_80_95","Volleyball Courts","Sp_45_80"
"Sp_45_80_97","Weightlifting Spaces","Sp_45_80"
"Sp_45_80_98","Wrestling Rings","Sp_45_80"
"Sp_45_81","Winter Olympic Sports Play Spaces","Sp_45"
"Sp_45_81_02","Alpine Skiing Courses","Sp_45_81"
"Sp_45_81_08","Bobsled Courses","Sp_45_81"
"Sp_45_81_19","Cross-Country Skiing Courses","Sp_45_81"
"Sp_45_81_20","Curling Rinks","Sp_45_81"
"Sp_45_81_30","Figure Skating Rinks","Sp_45_81"
"Sp_45_81_32","Freestyle Skiing Courses","Sp_45_81"
"Sp_45_81_40","Ice Hockey Rinks","Sp_45_81"
"Sp_45_81_49","Luge Tracks","Sp_45_81"
"Sp_45_81_76","Short Track Speed Skating Tracks","Sp_45_81"
"Sp_45_81_77","Skeleton Courses","Sp_45_81"
"Sp_45_81_78","Ski Jumping Jumps","Sp_45_81"
"Sp_45_81_79","Ski Jumping Landing Areas","Sp_45_81"
"Sp_45_81_80","Snowboarding Courses","Sp_45_81"
"Sp_45_81_83","Speed Skating Courses","Sp_45_81"
"Sp_45_82","Non-Olympic Indoor Sports Play Spaces","Sp_45"
"Sp_45_82_01","Aerobics Spaces","Sp_45_82"
"Sp_45_82_08","Body Building Spaces","Sp_45_82"
"Sp_45_82_12","Circuit Training Courses","Sp_45_82"
"Sp_45_82_14","Climbing Wall Areas","Sp_45_82"
"Sp_45_82_21","Darts Throwing Spaces","Sp_45_82"
"Sp_45_82_31","Fives Courts","Sp_45_82"
"Sp_45_82_50","Martial Arts Spaces","Sp_45_82"
"Sp_45_82_56","Netball Courts","Sp_45_82"
"Sp_45_82_72","Rope Climbing Areas","Sp_45_82"
"Sp_45_82_78","Skittles Courts","Sp_45_82"
"Sp_45_82_79","Snooker Halls","Sp_45_82"
"Sp_45_82_80","Solaria","Sp_45_82"
"Sp_45_82_83","Squash Courts","Sp_45_82"
"Sp_45_82_86","Sumo Rings","Sp_45_82"
"Sp_45_82_90","Ten Pin Bowling Lanes","Sp_45_82"
"Sp_45_82_97","Weight Rooms","Sp_45_82"
"Sp_45_82_98","Workout Stations","Sp_45_82"
"Sp_45_83","Non-Olympic Outdoor Sports Play Spaces","Sp_45"
"Sp_45_83_06","Baseball Pitches","Sp_45_83"
"Sp_45_83_08","Bowling Greens","Sp_45_83"
"Sp_45_83_11","Car Racing Tracks","Sp_45_83"
"Sp_45_83_17","Cricket Pitches","Sp_45_83"
"Sp_45_83_18","Cross-Country Cycling Courses","Sp_45_83"
"Sp_45_83_19","Cross-Country Rallying Courses","Sp_45_83"
"Sp_45_83_20","Cross-Country Running Courses","Sp_45_83"
"Sp_45_83_23","Dog Racing Tracks","Sp_45_83"
"Sp_45_83_30","Fishing Courses","Sp_45_83"
"Sp_45_83_31","Five-A-Side Football Pitches","Sp_45_83"
"Sp_45_83_33","Gliding Runways","Sp_45_83"
"Sp_45_83_34","Golf Bunkers","Sp_45_83"
"Sp_45_83_35","Golf Driving Ranges","Sp_45_83"
"Sp_45_83_36","Golf Fairways","Sp_45_83"
"Sp_45_83_37","Golf Greens","Sp_45_83"
"Sp_45_83_38","Hang Gliding Launch Spaces","Sp_45_83"
"Sp_45_83_39","Horse Racing Tracks","Sp_45_83"
"Sp_45_83_52","Motor Boating Courses","Sp_45_83"
"Sp_45_83_53","Motorcycle Racing Tracks","Sp_45_83"
"Sp_45_83_55","Multi-Sports Courts","Sp_45_83"
"Sp_45_83_60","Parkour Courses","Sp_45_83"
"Sp_45_83_64","Polo Fields","Sp_45_83"
"Sp_45_83_71","Road Cycling Courses","Sp_45_83"
"Sp_45_83_72","Road Racing Courses","Sp_45_83"
"Sp_45_83_73","Road Running Courses","Sp_45_83"
"Sp_45_83_74","Rugby Pitches","Sp_45_83"
"Sp_45_83_76","Skateboarding Parks","Sp_45_83"
"Sp_45_83_80","Softball Pitches","Sp_45_83"
"Sp_45_83_84","Street Luge Courses","Sp_45_83"
"Sp_45_83_90","Toboggan Runs","Sp_45_83"
"Sp_45_83_96","Walking Trails","Sp_45_83"
"Sp_45_83_97","Water Skiing Courses","Sp_45_83"
"Sp_45_84","Sports Ancillary Spaces","Sp_45"
"Sp_45_84_07","Bleachers","Sp_45_84"
"Sp_45_84_15","Corporate Boxes","Sp_45_84"
"Sp_45_84_25","Dugouts","Sp_45_84"
"Sp_45_84_65","Press Boxes","Sp_45_84"
"Sp_45_84_77","Ski Lift Ways","Sp_45_84"
"Sp_45_84_82","Spectator Seating Areas","Sp_45_84"
"Sp_45_84_83","Spectator Standing Areas","Sp_45_84"
"Sp_45_84_88","Technical Areas","Sp_45_84"
"Sp_45_84_89","Temporary Seating Areas","Sp_45_84"
"Sp_45_84_94","Vip Spectator Seating Areas","Sp_45_84"
"Sp_45_85","Swimming Spaces","Sp_45"
"Sp_45_85_22","Diving Boards","Sp_45_85"
"Sp_45_85_23","Diving Pools (Olympic)","Sp_45_85"
"Sp_45_85_42","Informal Swimming Pools","Sp_45_85"
"Sp_45_85_65","Pool Plant Rooms","Sp_45_85"
"Sp_45_85_71","Recreational Pools","Sp_45_85"
"Sp_45_85_82","Splash Pools","Sp_45_85"
"Sp_45_85_83","Olympics Swimming Pools","Sp_45_85"
"Sp_45_85_86","Synchronised Swimming Pools (Olympic)","Sp_45_85"
"Sp_45_85_88","Therapy Pools","Sp_45_85"
"Sp_45_85_92","Underwater Observation Rooms","Sp_45_85"
"Sp_45_85_93","Wading Pools","Sp_45_85"
"Sp_45_85_94","Water Flumes And Tubes","Sp_45_85"
"Sp_45_85_95","Water Polo Pools (Olympic)","Sp_45_85"
"Sp_45_85_96","Water Slides","Sp_45_85"
"Sp_45_85_97","Wave Pools","Sp_45_85"
"Sp_45_85_98","Whirlpool/ Spa Pools","Sp_45_85"
"Sp_50","Religious Spaces","Sp"
"Sp_50_30","Worship Spaces","Sp_50"
"Sp_50_30_01","Aisles","Sp_50_30"
"Sp_50_30_03","Altars","Sp_50_30"
"Sp_50_30_05","Arks","Sp_50_30"
"Sp_50_30_06","Baptisteries","Sp_50_30"
"Sp_50_30_08","Bimahs","Sp_50_30"
"Sp_50_30_09","Blessing Spaces","Sp_50_30"
"Sp_50_30_12","Ceremonial Spaces","Sp_50_30"
"Sp_50_30_14","Chancels","Sp_50_30"
"Sp_50_30_15","Chapels","Sp_50_30"
"Sp_50_30_16","Choir Lofts","Sp_50_30"
"Sp_50_30_17","Choirs","Sp_50_30"
"Sp_50_30_52","Meditation Rooms","Sp_50_30"
"Sp_50_30_53","Men's Prayer Rooms","Sp_50_30"
"Sp_50_30_54","Mihrabs","Sp_50_30"
"Sp_50_30_55","Multidenominational Chapels","Sp_50_30"
"Sp_50_30_56","Naves","Sp_50_30"
"Sp_50_30_66","Procession Spaces","Sp_50_30"
"Sp_50_30_68","Pulpits","Sp_50_30"
"Sp_50_30_72","Reflection Spaces","Sp_50_30"
"Sp_50_30_75","Sacramental Spaces","Sp_50_30"
"Sp_50_30_77","Side Chapels","Sp_50_30"
"Sp_50_30_87","Tabernacles","Sp_50_30"
"Sp_50_30_90","Transepts","Sp_50_30"
"Sp_50_30_97","Women's Prayer Rooms","Sp_50_30"
"Sp_50_35","Worship Ancillary Spaces","Sp_50"
"Sp_50_35_07","Belfries","Sp_50_35"
"Sp_50_35_08","Bell Ringing Spaces","Sp_50_35"
"Sp_50_35_12","Chapter Houses","Sp_50_35"
"Sp_50_35_13","Circumcision Rooms","Sp_50_35"
"Sp_50_35_14","Cloisters","Sp_50_35"
"Sp_50_35_15","Confessionals","Sp_50_35"
"Sp_50_35_18","Crypts","Sp_50_35"
"Sp_50_35_33","Galleries","Sp_50_35"
"Sp_50_35_50","Marriage Sanctuaries","Sp_50_35"
"Sp_50_35_75","Sanctuaries","Sp_50_35"
"Sp_50_35_90","Treasuries","Sp_50_35"
"Sp_50_35_94","Vestries","Sp_50_35"
"Sp_55","Residential Spaces","Sp"
"Sp_55_10","Long-Term Residential Spaces","Sp_55"
"Sp_55_10_06","Back Gardens","Sp_55_10"
"Sp_55_10_07","Bathrooms","Sp_55_10"
"Sp_55_10_08","Bed/ Studies","Sp_55_10"
"Sp_55_10_09","Bedrooms","Sp_55_10"
"Sp_55_10_11","Car Ports","Sp_55_10"
"Sp_55_10_13","Clothes Drying Spaces","Sp_55_10"
"Sp_55_10_15","Conservatories","Sp_55_10"
"Sp_55_10_22","Dining Rooms","Sp_55_10"
"Sp_55_10_30","Front Gardens","Sp_55_10"
"Sp_55_10_33","Garages","Sp_55_10"
"Sp_55_10_44","Kitchen/ Dining Rooms","Sp_55_10"
"Sp_55_10_45","Kitchens","Sp_55_10"
"Sp_55_10_46","Laundries","Sp_55_10"
"Sp_55_10_48","Libraries","Sp_55_10"
"Sp_55_10_49","Living Rooms","Sp_55_10"
"Sp_55_10_75","Safe Rooms","Sp_55_10"
"Sp_55_10_77","Showers","Sp_55_10"
"Sp_55_10_85","Store Rooms","Sp_55_10"
"Sp_55_10_87","Studies","Sp_55_10"
"Sp_55_10_90","Toilets","Sp_55_10"
"Sp_55_10_93","Utility Rooms","Sp_55_10"
"Sp_55_10_94","Verandas","Sp_55_10"
"Sp_55_10_96","Walk-In Wardrobes","Sp_55_10"
"Sp_55_10_97","Wine Cellars","Sp_55_10"
"Sp_55_50","Short-Term Residential Spaces","Sp_55"
"Sp_55_50_15","Communal Bars","Sp_55_50"
"Sp_55_50_16","Communal Bathrooms","Sp_55_50"
"Sp_55_50_17","Communal Dining Rooms","Sp_55_50"
"Sp_55_50_18","Communal Living Rooms","Sp_55_50"
"Sp_55_50_19","Communal Studies/ Offices","Sp_55_50"
"Sp_55_50_20","Concierge Offices","Sp_55_50"
"Sp_55_50_23","Dormitories","Sp_55_50"
"Sp_55_50_24","Drop-Off And Collection Areas","Sp_55_50"
"Sp_55_50_37","Hotel Lobbies","Sp_55_50"
"Sp_55_50_38","Hotel Rooms","Sp_55_50"
"Sp_55_50_39","Hotel Waiting Areas","Sp_55_50"
"Sp_55_50_47","Left Luggage Stores","Sp_55_50"
"Sp_55_50_62","Private Bathrooms","Sp_55_50"
"Sp_55_50_63","Private Dining Rooms","Sp_55_50"
"Sp_55_50_64","Private Living Rooms","Sp_55_50"
"Sp_55_50_65","Private Studies/ Offices","Sp_55_50"
"Sp_55_50_67","Public Bars","Sp_55_50"
"Sp_55_50_68","Public Dining Rooms","Sp_55_50"
"Sp_55_50_72","Reception Areas","Sp_55_50"
"Sp_60","Utilities And Civil Engineering Spaces","Sp"
"Sp_60_50","Disposal Spaces","Sp_60"
"Sp_60_50_23","Dry Waste Collection And Distribution Spaces","Sp_60_50"
"Sp_60_50_24","Dry Waste Storage, Treatment And Disposal Spaces","Sp_60_50"
"Sp_60_50_97","Wet Waste Collection And Distribution Easements","Sp_60_50"
"Sp_60_50_98","Wet Waste Storage, Treatment And Disposal Spaces","Sp_60_50"
"Sp_60_55","Piped Supply Spaces","Sp_60"
"Sp_60_55_30","Fuel And Gas Distribution Easements","Sp_60_55"
"Sp_60_55_31","Fuel And Gas Extraction And Treatment Spaces","Sp_60_55"
"Sp_60_55_32","Fuel And Gas Storage Spaces","Sp_60_55"
"Sp_60_55_96","Water Distribution Easements","Sp_60_55"
"Sp_60_55_97","Water Extraction And Treatment Spaces","Sp_60_55"
"Sp_60_55_98","Water Storage Spaces","Sp_60_55"
"Sp_60_60","Heating, Cooling And Refrigeration Spaces","Sp_60"
"Sp_60_60_15","Cooling Spaces","Sp_60_60"
"Sp_60_60_37","Heating Spaces","Sp_60_60"
"Sp_60_60_38","Heating, Cooling And Refrigeration Distribution Easements","Sp_60_60"
"Sp_60_60_72","Refrigeration Spaces","Sp_60_60"
"Sp_60_65","Ventilation And Air Conditioning Spaces","Sp_60"
"Sp_60_70","Electrical Spaces","Sp_60"
"Sp_60_70_08","Boiler Rooms","Sp_60_70"
"Sp_60_70_15","Cooling Towers","Sp_60_70"
"Sp_60_70_27","Electricity Substation Spaces","Sp_60_70"
"Sp_60_70_28","Electricity Transmission Easements","Sp_60_70"
"Sp_60_70_72","Reactor Rooms","Sp_60_70"
"Sp_60_70_91","Turbine Rooms","Sp_60_70"
"Sp_60_70_96","Water Mill Houses","Sp_60_70"
"Sp_60_70_97","Wind Mill Houses","Sp_60_70"
"Sp_60_75","Communications, Security, Safety And Protection Spaces","Sp_60"
"Sp_60_75_05","Automated Telephone Exchange Spaces","Sp_60_75"
"Sp_60_75_23","Digital Data Transmission Easements","Sp_60_75"
"Sp_60_75_26","Electronic Protection Control Rooms","Sp_60_75"
"Sp_60_75_27","Electronic Safety Control Rooms","Sp_60_75"
"Sp_60_75_28","Electronic Security Control Rooms","Sp_60_75"
"Sp_60_75_48","Lookout Galleries","Sp_60_75"
"Sp_60_75_50","Mail Rooms","Sp_60_75"
"Sp_60_75_52","Manual Telephone Exchange Spaces","Sp_60_75"
"Sp_60_75_60","Parcel Offices","Sp_60_75"
"Sp_60_75_62","Post Office Box Rooms","Sp_60_75"
"Sp_60_75_64","Post Office Counter Spaces","Sp_60_75"
"Sp_60_75_66","Post Office Queuing Areas","Sp_60_75"
"Sp_60_75_68","Postal Sorting Offices","Sp_60_75"
"Sp_60_75_70","Radio Broadcast Control Booths","Sp_60_75"
"Sp_60_75_72","Radio Broadcast Recording Studios","Sp_60_75"
"Sp_60_75_74","Radio Broadcast Studios","Sp_60_75"
"Sp_60_75_88","Telecommunications Control Spaces","Sp_60_75"
"Sp_60_75_89","Telephone Booths","Sp_60_75"
"Sp_60_75_90","Telephone Boxes","Sp_60_75"
"Sp_60_75_91","Television Broadcast Control Booths","Sp_60_75"
"Sp_60_75_92","Television Broadcast Recording Studios","Sp_60_75"
"Sp_60_75_93","Television Broadcast Studios","Sp_60_75"
"Sp_60_75_97","Web Server Rooms","Sp_60_75"
"Sp_60_80","Rail Spaces","Sp_60"
"Sp_60_80_08","Boarding Areas","Sp_60_80"
"Sp_60_80_11","Carriage Cleaning Spaces","Sp_60_80"
"Sp_60_80_20","Customs Control Areas","Sp_60_80"
"Sp_60_80_26","Engine Fuelling Areas","Sp_60_80"
"Sp_60_80_27","Engine Inspection Pits","Sp_60_80"
"Sp_60_80_28","Engine Servicing Areas","Sp_60_80"
"Sp_60_80_29","Engine Wash Areas","Sp_60_80"
"Sp_60_80_34","Goods Loading/ Unloading Areas","Sp_60_80"
"Sp_60_80_50","Marshalling Yards","Sp_60_80"
"Sp_60_80_58","Overpasses","Sp_60_80"
"Sp_60_80_60","Passport Control Offices","Sp_60_80"
"Sp_60_80_64","Platforms","Sp_60_80"
"Sp_60_80_70","Rail Repair Spaces","Sp_60_80"
"Sp_60_80_71","Railway Side Reservations","Sp_60_80"
"Sp_60_80_72","Railway Station Halls/ Concourses","Sp_60_80"
"Sp_60_80_75","Railway Tracks","Sp_60_80"
"Sp_60_80_77","Signal Control Spaces","Sp_60_80"
"Sp_60_80_82","Station Forecourts","Sp_60_80"
"Sp_60_80_88","Ticket Offices","Sp_60_80"
"Sp_60_80_90","Train Stops","Sp_60_80"
"Sp_60_80_92","Underpasses","Sp_60_80"
"Sp_60_80_94","Vehicle Loading/ Unloading Areas","Sp_60_80"
"Sp_60_81","Road Spaces","Sp_60"
"Sp_60_81_05","Boarding Areas","Sp_60_81"
"Sp_60_81_06","Bus Station Halls/ Concourses","Sp_60_81"
"Sp_60_81_08","Bus Manoeuvring Areas","Sp_60_81"
"Sp_60_81_09","Bus Standing Spaces","Sp_60_81"
"Sp_60_81_10","Bus Stops","Sp_60_81"
"Sp_60_81_11","Car Manoeuvring Areas – Indoor","Sp_60_81"
"Sp_60_81_12","Car Manoeuvring Areas – Outdoor","Sp_60_81"
"Sp_60_81_13","Car Parking Spaces – Indoor","Sp_60_81"
"Sp_60_81_14","Car Parking Spaces – Outdoor","Sp_60_81"
"Sp_60_81_15","Car Park Ramps","Sp_60_81"
"Sp_60_81_16","Central Reservations","Sp_60_81"
"Sp_60_81_19","Customs Control Areas","Sp_60_81"
"Sp_60_81_20","Cycle Lanes","Sp_60_81"
"Sp_60_81_27","Emergency Lanes","Sp_60_81"
"Sp_60_81_36","Hard Shoulders","Sp_60_81"
"Sp_60_81_42","Intersections","Sp_60_81"
"Sp_60_81_46","Lay-Bys And Passing Places","Sp_60_81"
"Sp_60_81_60","Passport Control Offices","Sp_60_81"
"Sp_60_81_61","Pathways","Sp_60_81"
"Sp_60_81_62","Pavements (Roadside)","Sp_60_81"
"Sp_60_81_63","Pedestrian Crossings","Sp_60_81"
"Sp_60_81_64","Pedestrian Refuges And Islands","Sp_60_81"
"Sp_60_81_70","Railway Crossings","Sp_60_81"
"Sp_60_81_72","Road Lanes – Fast","Sp_60_81"
"Sp_60_81_73","Road Lanes – Slow","Sp_60_81"
"Sp_60_81_77","Side Reservations","Sp_60_81"
"Sp_60_81_80","Soft Shoulders","Sp_60_81"
"Sp_60_81_90","Truck Manoeuvring Areas","Sp_60_81"
"Sp_60_81_91","Truck Standing Spaces","Sp_60_81"
"Sp_60_81_94","Vehicle Fuelling Areas","Sp_60_81"
"Sp_60_81_95","Vehicle Inspection Pits","Sp_60_81"
"Sp_60_81_96","Vehicle Servicing Areas","Sp_60_81"
"Sp_60_81_97","Vehicle Wash Areas","Sp_60_81"
"Sp_60_82","Marine And Waterway Spaces","Sp_60"
"Sp_60_82_04","Aqueducts","Sp_60_82"
"Sp_60_82_05","Baggage Handling Areas","Sp_60_82"
"Sp_60_82_06","Baggage Storage Areas","Sp_60_82"
"Sp_60_82_07","Boarding Areas","Sp_60_82"
"Sp_60_82_08","Boat Repair Spaces","Sp_60_82"
"Sp_60_82_09","Boat Storage Spaces","Sp_60_82"
"Sp_60_82_10","Breakwaters","Sp_60_82"
"Sp_60_82_11","Canal Locks","Sp_60_82"
"Sp_60_82_12","Canals","Sp_60_82"
"Sp_60_82_13","Cargo Handling Areas","Sp_60_82"
"Sp_60_82_14","Cargo Loading Areas","Sp_60_82"
"Sp_60_82_15","Cargo Storage Areas","Sp_60_82"
"Sp_60_82_20","Customs Control Areas","Sp_60_82"
"Sp_60_82_24","Dry Docks","Sp_60_82"
"Sp_60_82_30","Floating Docks","Sp_60_82"
"Sp_60_82_33","Gangways","Sp_60_82"
"Sp_60_82_35","Groynes And Other Protective Works","Sp_60_82"
"Sp_60_82_36","Harbour Control Spaces","Sp_60_82"
"Sp_60_82_37","Harbour Locks","Sp_60_82"
"Sp_60_82_44","Jetties","Sp_60_82"
