Pr Products - 09 July 2015 - v1.1,,,,,,,
,,,,,,,
Code,Group,Sub group,Section,Object,Title,NBS Code,NRM
Pr_35_31_22_97,35,31,22,97,Water-borne matt and flat finishes,45-35-84/320 Water-borne matt or flat finishes;,
Pr_35_31_22_98,35,31,22,98,Water-borne mid-sheen finishes,45-35-84/318 Water-borne mid-sheen finishes;,
Pr_35_31_64,35,31,64,,Plasters and renders,,
Pr_35_31_64_01,35,31,64,01,Acrylic plasters,45-55-60/360 Acrylic plaster;,
Pr_35_31_64_02,35,31,64,02,Acrylic renders,45-55-60/320 Acrylic render;,
Pr_35_31_64_07,35,31,64,07,Biocidal renders,45-55-60/325 Biocidal render;,
Pr_35_31_64_08,35,31,64,08,Bonding plasters,45-55-60/362 Bonding plaster;,
Pr_35_31_64_09,35,31,64,09,Browning plasters,45-55-60/364 Browning plaster;,
Pr_35_31_64_12,35,31,64,12,Cementitious renders,45-55-60/330 Cementitious render;,
Pr_35_31_64_14,35,31,64,14,Clay plasters,45-55-60/366 Clay plaster;,
Pr_35_31_64_29,35,31,64,29,Factory mixed plasters,45-55-60/368 Factory mixed plaster;,
Pr_35_31_64_31,35,31,64,31,Fibrous plasters,45-55-60/400 Fibrous plaster;,
Pr_35_31_64_32,35,31,64,32,Finish plasters,45-55-60/370 Finish plaster;,
Pr_35_31_64_35,35,31,64,35,Gypsum plasters,45-55-60/372 Gypsum plaster;,
Pr_35_31_64_42,35,31,64,42,Insulating plasters,45-55-60/374 Insulating plaster;,
Pr_35_31_64_47,35,31,64,47,Lime plasters,45-55-60/376 Lime plaster;,
Pr_35_31_64_48,35,31,64,48,Lime renders,45-55-60/335 Lime render;,
Pr_35_31_64_64,35,31,64,64,Polymer plasters,45-55-60/378 Polymer plaster;,
Pr_35_31_64_65,35,31,64,65,Polymer-modified renders,45-55-60/340 Polymer modified render;,
Pr_35_31_64_67,35,31,64,67,Projection plasters,45-55-60/380 Projection plaster;,
Pr_35_31_64_70,35,31,64,70,Render-grade resins,45-55-70/355 Render-grade resin;,
Pr_35_31_64_71,35,31,64,71,Renovating plasters,45-55-60/382 Renovating plaster;,
Pr_35_31_64_76,35,31,64,76,Scagliola,,
Pr_35_31_64_77,35,31,64,77,Silicone renders,45-55-60/345 Silicone render;,
Pr_35_31_64_80,35,31,64,80,Solid cast plasters,45-55-60/402 Solid cast plaster;,
Pr_35_31_64_84,35,31,64,84,Squash court plasters,45-55-60/384 Squash court plaster;,
Pr_35_31_64_85,35,31,64,85,Stucco,,
Pr_35_31_64_86,35,31,64,86,Synthetic plasters,45-55-60/386 Synthetic plaster;,
Pr_35_31_64_98,35,31,64,98,X-ray undercoat plasters,45-55-60/388 X-ray undercoat plaster;,
Pr_35_31_64_99,35,31,64,99,Zinc oxychloride plasters,45-55-60/390 Zinc oxychloride plaster;,
Pr_35_31_65,35,31,65,,"Preparation materials, fillers and stoppers",,
Pr_35_31_65_01,35,31,65,01,Abrasives,45-35-62/315 Abrasives;,
Pr_35_31_65_02,35,31,65,02,Abrasive blocks,45-55-00/310 Abrasive blocks;,
Pr_35_31_65_12,35,31,65,12,Cement and grout fillers,,
Pr_35_31_65_13,35,31,65,13,Chemical fillers,,
Pr_35_31_65_20,35,31,65,20,Decorator’s caulks,45-35-62/400 Decorator’s caulks;,
Pr_35_31_65_21,35,31,65,21,Decorator’s flexible fillers,45-35-62/405 Decorator’s flexible fillers;,
Pr_35_31_65_22,35,31,65,22,Degreaser solutions,45-35-62/330 Degreaser solution;,
Pr_35_31_65_23,35,31,65,23,Detergent solutions,45-35-62/335 Detergent solutions;,
Pr_35_31_65_24,35,31,65,24,Dry air pressured abrasives,45-55-00/320 Dry air pressured abrasives;,
Pr_35_31_65_25,35,31,65,25,Dry air pressured micro-abrasives,45-55-00/330 Dry air pressured micro-abrasives;,
Pr_35_31_65_26,35,31,65,26,Dusting powders,45-35-88/395 Dusting powders;,
Pr_35_31_65_27,35,31,65,27,Efflorescence control compounds,45-35-62/340 Efflorescence control compound;,
Pr_35_31_65_28,35,31,65,28,End grain sealers,45-35-62/415 End grain sealers;,
Pr_35_31_65_29,35,31,65,29,Fine surface fillers,45-35-62/425 Fine surface fillers;,
Pr_35_31_65_30,35,31,65,30,Finishing compounds,45-35-62/440 Finishing compounds;,
Pr_35_31_65_31,35,31,65,31,Fire-resistant fillers,45-35-62/430 Fire-resistant fillers;,
Pr_35_31_65_34,35,31,65,34,Gypsum-based bedding compounds,45-35-62/435 Gypsum-based bedding compounds;,
Pr_35_31_65_50,35,31,65,50,Masonry stabilizers,45-35-62/355 Masonry stabilizers;,
Pr_35_31_65_74,35,31,65,74,Rust removers,45-35-62/370 Rust removers;,
Pr_35_31_65_79,35,31,65,79,Stoppers,45-35-62/445 Stoppers;,
Pr_35_31_65_80,35,31,65,80,Stopper fillers,45-35-62/450 Stopper fillers;,
Pr_35_31_65_81,35,31,65,81,Sugar soap,,
Pr_35_31_65_82,35,31,65,82,Surface fillers,45-35-62/455 Surface fillers;,
Pr_35_31_65_95,35,31,65,95,Wax-based fillers,45-35-62/460 Wax fillers;,
Pr_35_31_65_96,35,31,65,96,Wet air pressured abrasives,45-55-00/340 Wet air pressured abrasives;,
Pr_35_31_65_97,35,31,65,97,Wetting agents,45-35-62/380 Wetting agents;,
Pr_35_31_65_98,35,31,65,98,Wood knotting,45-35-62/350 Knotting;,
Pr_35_31_66,35,31,66,,Preparatory coatings,,
Pr_35_31_66_02,35,31,66,02,Adhesion promoters,45-35-88/370 Adhesion promoters;,
Pr_35_31_66_03,35,31,66,03,Alkali-resisting primers,45-35-64/305 Alkali-resisting primers;,
Pr_35_31_66_07,35,31,66,07,Basecoat stains,45-35-64/390 Basecoat stains;,
Pr_35_31_66_08,35,31,66,08,Bitumen primers,45-55-12/390 Bitumen primers;,
Pr_35_31_66_09,35,31,66,09,Bonding coats,45-35-64/425 Bonding coats;,
Pr_35_31_66_15,35,31,66,15,Combined barrier and bonding coats,45-35-64/430 Combined barrier and bonding coats;,
Pr_35_31_66_16,35,31,66,16,Concrete curing coatings,45-35-88/380 Curing coatings for concrete;,
Pr_35_31_66_21,35,31,66,21,Debonding compounds,45-35-88/305 Debonding compounds;,
Pr_35_31_66_22,35,31,66,22,Dressing compounds,,
Pr_35_31_66_26,35,31,66,26,Etching primers,45-35-88/400 Etching primers;,
Pr_35_31_66_30,35,31,66,30,Floor covering primers,45-35-64/318 Primers for floor coverings;,
Pr_35_31_66_34,35,31,66,34,Gilding basecoats,45-35-84/444 Gilding base coat;,
Pr_35_31_66_50,35,31,66,50,Mastic asphalt (MA) primers,45-35-64/335 Primers for mastic asphalt;,
Pr_35_31_66_51,35,31,66,51,Metallic lead primers,45-35-64/310 Metallic lead primers;,
Pr_35_31_66_52,35,31,66,52,Modified bitumen primers,,
Pr_35_31_66_53,35,31,66,53,Mordant solutions,45-35-88/405 Mordant solutions;,
Pr_35_31_66_55,35,31,66,55,Multi-colour finish basecoats,45-35-84/348 Multi-colour finish basecoats;,
Pr_35_31_66_57,35,31,66,57,Non-bituminous primers,45-35-64/315 Non bituminous primers;,
Pr_35_31_66_60,35,31,66,60,Paving primers,45-35-64/320 Primers for paving;,
Pr_35_31_66_62,35,31,66,62,Plaster primers,45-35-64/340 Primers for plaster;,
Pr_35_31_66_63,35,31,66,63,Plasterboard primers,45-35-64/325 Primers for plasterboard;,
Pr_35_31_66_67,35,31,66,67,Primer-sealers,45-35-64/355 Primer-sealers;,
Pr_35_31_66_68,35,31,66,68,Primer-undercoats,45-35-64/360 Primer-undercoats;,
Pr_35_31_66_70,35,31,66,70,Reinforcement treatments,45-35-88/310 Reinforcement treatments;,
Pr_35_31_66_71,35,31,66,71,Resin coating primers,45-35-64/345 Primers for resin coatings;,
Pr_35_31_66_75,35,31,66,75,Sanded primers,45-35-64/363 Sanded primer;,
Pr_35_31_66_77,35,31,66,77,Sealant primers,45-35-64/350 Primers for sealant;,
Pr_35_31_66_78,35,31,66,78,Slip plane bituminous emulsion paint primers,45-35-64/330 Primers for bituminous emulsion paint for slip planes;,
Pr_35_31_66_80,35,31,66,80,Solvent-borne basecoats,45-35-64/395 Solvent-borne basecoats;,
Pr_35_31_66_81,35,31,66,81,Solvent-borne metal primers,45-35-64/365 Solvent-borne primers for metal;,
Pr_35_31_66_82,35,31,66,82,Solvent-borne undercoats,45-35-64/400 Solvent-borne undercoats;,
Pr_35_31_66_83,35,31,66,83,Solvent-borne wood primers,45-35-64/370 Solvent-borne primers for wood;,
Pr_35_31_66_88,35,31,66,88,Thinners,45-35-84/408 Thinners;,
Pr_35_31_66_92,35,31,66,92,Universal primers,45-35-64/375 Universal primers;,
Pr_35_31_66_94,35,31,66,94,Water-based acrylic primers,45-35-64/377 Water based acrylic primers;,
Pr_35_31_66_95,35,31,66,95,Water-borne basecoats,45-35-64/405 Water-borne basecoats;,
Pr_35_31_66_96,35,31,66,96,Water-borne metal primers,45-35-64/380 Water-borne primers for metal;,
Pr_35_31_66_97,35,31,66,97,Water-borne thinned undercoats,45-35-64/410 Water-borne thinned undercoats;,
Pr_35_31_66_98,35,31,66,98,Water-borne wood primers,45-35-64/385 Water-borne primers for wood;,
Pr_35_31_66_99,35,31,66,99,Water-borne undercoats,45-35-64/415 Water-borne undercoats;,
Pr_35_31_67,35,31,67,,Preservative and fire-retardant treatments,,
Pr_35_31_67_07,35,31,67,07,Borate pellet and rod preservatives,45-55-08/480 Borate pellet and rod preservative;,
Pr_35_31_67_08,35,31,67,08,Boron compound preservatives,45-35-92/320 Boron compound preservative;,
Pr_35_31_67_14,35,31,67,14,Clear flame-retardant finishes,,
Pr_35_31_67_15,35,31,67,15,Copper-organic preservatives,45-35-92/340 Copper-organic preservative;,
Pr_35_31_67_24,35,31,67,24,Dry interior fire-retardant solutions,,
Pr_35_31_67_34,35,31,67,34,Glycol borne preservatives,45-35-92/345 Glycol borne preservative;,
Pr_35_31_67_37,35,31,67,37,House longhorn beetle timber treatments,45-35-92/480 House Longhorn Beetle timber treatment;,
Pr_35_31_67_39,35,31,67,39,Humidity-resistant fire-retardant solutions,45-35-92/380 Humidity resistant fire retardant solution;,
Pr_35_31_67_42,35,31,67,42,Interior fire-retardant solutions,45-35-92/390 Interior fire retardant solution;,
Pr_35_31_67_47,35,31,67,47,Leach-resistant fire-retardant solutions,45-35-92/400 Leach resistant fire retardant solution;,
Pr_35_31_67_52,35,31,67,52,Micro-emulsion-borne preservatives,45-35-92/350 Microemulsion borne preservative;,
Pr_35_31_67_59,35,31,67,59,Organic solvent-borne preservatives,45-35-92/360 Organic solvent preservative;,
Pr_35_31_67_88,35,31,67,88,Thatch fire-preservative treatments,45-35-92/310 Thatch preservative treatments;,
Pr_35_31_67_89,35,31,67,89,Thatch fire-retardant treatments,45-35-92/305 Thatch fire retardant treatments;,
Pr_35_31_67_96,35,31,67,96,Water-borne preservatives,45-35-92/495 Water borne preservative;,
Pr_35_31_67_97,35,31,67,97,Water based microemulsion preservatives,45-35-92/370 Water based microemulsion preservative;,
Pr_35_31_67_98,35,31,67,98,Water-based organic preservatives,,
Pr_35_31_68,35,31,68,,Protective coatings,,
Pr_35_31_68_01,35,31,68,01,Acrylic-based waterproof coatings,45-35-50/315 Acrylic based waterproof coatings;,
Pr_35_31_68_02,35,31,68,02,Anionic bitumen emulsions,45-55-12/320 Anionic bitumen emulsions;,
Pr_35_31_68_03,35,31,68,03,Anodizing,45-35-30/380 Anodizing;,
Pr_35_31_68_04,35,31,68,04,Anti-carbonation coatings,45-35-84/384 Anti-carbonation paints;,
Pr_35_31_68_05,35,31,68,05,Anti-graffiti coatings,45-35-84/392 Anti-graffiti coatings;,
Pr_35_31_68_06,35,31,68,06,Barrier coatings,45-35-64/420 Barrier coats;,
Pr_35_31_68_07,35,31,68,07,Bitumen-based black coatings,45-35-84/370 Bitumen-based black paints;,
Pr_35_31_68_09,35,31,68,09,Bitumen emulsion waterproof coatings,45-35-50/320 Bitumen emulsion waterproof coatings;,
Pr_35_31_68_10,35,31,68,10,Black bitumen coatings,45-35-84/368 Black bitumen;,
Pr_35_31_68_11,35,31,68,11,Cationic bitumen emulsions,45-55-12/330 Cationic bitumen emulsions;,
Pr_35_31_68_12,35,31,68,12,Cellulose coatings,45-35-84/424 Cellulose coating;,
Pr_35_31_68_13,35,31,68,13,Chrome plating,,
Pr_35_31_68_14,35,31,68,14,Clear floor varnishes,45-35-84/414 Clear floor varnishes;,
Pr_35_31_68_15,35,31,68,15,Clear varnishes,45-35-84/410 Clear varnishes;,
Pr_35_31_68_16,35,31,68,16,Cold-applied bitumen solutions,45-55-12/365 Cold applied bitumen solutions;,
Pr_35_31_68_17,35,31,68,17,Cold-applied polymer-modified bitumen waterproof coatings,45-35-50/335 Cold applied polymer modified bitumen waterproof coatings;,
Pr_35_31_68_18,35,31,68,18,Concrete polishes,45-35-84/440 Concrete polishes;,
Pr_35_31_68_19,35,31,68,19,Copper plating,,
Pr_35_31_68_21,35,31,68,21,Cork tile polyurethane (PUR) varnishes,45-35-84/412 Polyurethane varnish for cork tiles;,
Pr_35_31_68_27,35,31,68,27,Epoxy resin coatings,45-35-50/345 Epoxy resin coatings;,
Pr_35_31_68_28,35,31,68,28,Epoxy underwater coatings,45-35-84/378 Epoxy underwater coatings;,
Pr_35_31_68_29,35,31,68,29,Flame-retardant coatings,45-35-84/406 Flame-retardant clear finishes;,
Pr_35_31_68_31,35,31,68,31,Floor dyes,45-35-84/420 Floor dyes;,
Pr_35_31_68_32,35,31,68,32,Floor polishes,45-35-84/438 Floor polishes;,
Pr_35_31_68_33,35,31,68,33,Fungicidal coatings,45-35-84/382 Fungicidal paints;,
Pr_35_31_68_34,35,31,68,34,Galvanized coatings,45-35-30/330 Galvanized coating to bolt assemblies;,
Pr_35_31_68_35,35,31,68,35,Gold plating,,
Pr_35_31_68_36,35,31,68,36,Hard wax oils,45-35-84/422 Hard wax oil;,
Pr_35_31_68_37,35,31,68,37,Heat-resisting coatings,45-35-84/388 Heat-resisting paints;,
Pr_35_31_68_38,35,31,68,38,Hot-applied polymer-modified bitumen waterproof coatings,45-35-50/325 Hot applied polymer modified bitumen waterproof coatings;,
Pr_35_31_68_39,35,31,68,39,Hot dip galvanizings,45-35-30/360 Hot dip galvanizing;,
Pr_35_31_68_40,35,31,68,40,Hygienic coatings,45-35-84/390 Hygienic coatings;,
Pr_35_31_68_43,35,31,68,43,Intumescent protective coatings,45-35-84/364 Intumescent protective coatings;,
Pr_35_31_68_46,35,31,68,46,Lacquers,45-35-84/436 Lacquer;,
Pr_35_31_68_47,35,31,68,47,Liquid tanking resins,45-55-70/305 Liquid tanking resin;,
Pr_35_31_68_51,35,31,68,51,Mastic asphalt (MA) polishes,45-35-84/442 Polishes for mastic asphalt;,
Pr_35_31_68_52,35,31,68,52,Membrane walkway coatings,45-35-50/360 Membrane walkway coating;,
Pr_35_31_68_55,35,31,68,55,Multi-colour finish glaze coats,45-35-84/352 Multi-colour finish glaze coats;,
Pr_35_31_68_60,35,31,68,60,Patination oils,45-35-84/426 Patination oil;,
Pr_35_31_68_62,35,31,68,62,Polymer resin waterproof coatings,45-35-50/365 Polymer resin waterproof coating;,
Pr_35_31_68_63,35,31,68,63,Polyester resin waterproof coatings,45-35-50/330 Polyester resin waterproof coatings;,
Pr_35_31_68_64,35,31,68,64,Polyurethane (PUR) waterproof coatings,45-35-50/340 Polyurethane waterproof coatings;,
Pr_35_31_68_65,35,31,68,65,Polyvinylidene fluoride (PVDF) coatings,45-35-30/370 Polyvinylidene fluoride (pvdf) coating;,
Pr_35_31_68_66,35,31,68,66,Powder coatings,45-35-30/310 Powder coating;,
Pr_35_31_68_70,35,31,68,70,Resin floor coatings,45-55-10/400 Floor coating;,
Pr_35_31_68_74,35,31,68,74,Sherardized coatings,45-35-30/340 Sherardized coating to bolt assemblies;,
Pr_35_31_68_75,35,31,68,75,Silver plating,,
Pr_35_31_68_81,35,31,68,81,Solar reflective coatings,45-35-84/366 Solar reflective paints;,
Pr_35_31_68_83,35,31,68,83,Spray-applied fireproof coatings,,
Pr_35_31_68_84,35,31,68,84,Spray-applied thermal insulation,,
Pr_35_31_68_85,35,31,68,85,Steel fence powder coatings,45-35-30/320 Powder coating for steel fencing components and mesh;,
Pr_35_31_68_86,35,31,68,86,Surface preservation product,45-55-12/300 Surface preservation product;,
Pr_35_31_68_87,35,31,68,87,Tar-based black coatings,45-35-84/372 Tar-based black paints;,
Pr_35_31_68_88,35,31,68,88,Thermoplastic block copolymer waterproof coatings,45-35-50/350 Thermoplastic block copolymer waterproof coatings;,
Pr_35_31_68_96,35,31,68,96,Water-dispersible polymer waterproof coatings,45-35-50/355 Water dispersible polymer waterproof coatings;,
Pr_35_31_68_97,35,31,68,97,Water repellents,45-35-88/420 Water repellents;,
Pr_35_31_68_98,35,31,68,98,Yacht varnishes,45-35-84/416 Yacht varnish;,
Pr_35_31_68_99,35,31,68,99,Zinc plating,45-35-30/350 Zinc plated finish to bolt assemblies;,
Pr_35_31_77,35,31,77,,Sealers,,
Pr_35_31_77_05,35,31,77,05,Anti-graffiti sealers,45-35-88/315 Anti-graffiti sealers;,
Pr_35_31_77_08,35,31,77,08,Bitumen-based impregnating sealers,45-35-88/320 Bitumen-based impregnating sealers;,
Pr_35_31_77_12,35,31,77,12,Cement-based screed surface sealers,45-35-88/360 Surface sealer for cement-based screeds;,
Pr_35_31_77_15,35,31,77,15,Concrete sealers,45-35-88/325 Concrete sealers;,
Pr_35_31_77_16,35,31,77,16,Cork flooring sealers,45-35-84/430 Sealers for cork flooring;,
Pr_35_31_77_24,35,31,77,24,Dry shake finish sealers,45-35-88/355 Sealers for dry shake finishes;,
Pr_35_31_77_25,35,31,77,25,Dustproofing sealers,45-35-88/330 Dustproofing sealers;,
Pr_35_31_77_30,35,31,77,30,Floor surface sealers,45-35-84/432 Surface sealers for floors;,
Pr_35_31_77_42,35,31,77,42,Intumescent coating sealers,45-35-84/374 Top sealer coats for intumescent coatings;,
Pr_35_31_77_50,35,31,77,50,Mastic asphalt (MA) oil-resistant sealers,45-35-88/335 Oil-resistant sealers for mastic asphalt;,
Pr_35_31_77_60,35,31,77,60,Paving sealers and stabilizers,45-35-88/340 Paving sealers and stabilizers;,
Pr_35_31_77_72,35,31,77,72,Resin floor sealers,45-35-84/434 Resin floor sealers;,
Pr_35_31_77_76,35,31,77,76,Sealers,45-35-88/345 Sealers;,
Pr_35_31_77_83,35,31,77,83,Sprayed monolithic coating finishing coats,45-35-84/332 Finishing coats for sprayed monolithic coatings;,
Pr_35_31_77_84,35,31,77,84,Sprayed monolithic coating sealers,45-35-84/330 Sealers for sprayed monolithic coatings;,
Pr_35_31_77_92,35,31,77,92,Ultraviolet (UV)-resistant sealers,45-35-88/365 UV-resistant sealers;,
Pr_35_31_77_96,35,31,77,96,Wood floor sealers,45-35-84/428 Wood floor sealers;,
Pr_35_31_85,35,31,85,,Specialist coatings,,
Pr_35_31_85_02,35,31,85,02,Acoustic chute coatings,45-30-15/385 Acoustic coating;,
Pr_35_31_85_03,35,31,85,03,Anti-climb paints,,
Pr_35_31_85_04,35,31,85,04,Anti-static carpet treatments,,
Pr_35_31_85_13,35,31,85,13,Chlorinated rubber road markings,45-35-84/403 Chlorinated rubber road markings;,
Pr_35_31_85_24,35,31,85,24,Dry rot paints,45-35-84/396 Dry rot paints;,
Pr_35_31_85_27,35,31,85,27,Epoxy paint road markings,45-35-84/401 Epoxy paint road markings;,
Pr_35_31_85_29,35,31,85,29,Fluorescent paints,,
Pr_35_31_85_35,35,31,85,35,Gilding leaf,45-35-84/446 Gilding leaf;,
Pr_35_31_85_36,35,31,85,36,Gilding size,45-35-84/448 Gilding size;,
Pr_35_31_85_46,35,31,85,46,Light duty road markings,45-35-84/400 Light duty road markings;,
Pr_35_31_85_47,35,31,85,47,Line marking paints,45-35-84/404 Line marking paints;,
Pr_35_31_85_48,35,31,85,48,Luminous paints,45-35-84/380 Luminous paints;,
Pr_35_31_85_62,35,31,85,62,Polyurethane (PUR) rubber spray surfaces,45-20-20/370 Polyurethane rubber spray;,
Pr_35_31_85_65,35,31,85,65,Preformed road markings,45-35-84/405 Preformed road markings;,
Pr_35_31_85_70,35,31,85,70,Radiator enamels,45-35-84/386 Radiator enamels;,
Pr_35_31_85_72,35,31,85,72,Reflective coatings,,
Pr_35_31_85_78,35,31,85,78,Slip plane bituminous emulsion paints,45-35-84/398 Bituminous emulsion paints for slip planes;,
Pr_35_31_85_80,35,31,85,80,Slip-resistant surface treatments,45-35-88/410 Slip resistant surface treatments;,
Pr_35_31_85_82,35,31,85,82,Surface hardeners,45-35-88/415 Surface hardeners;,
Pr_35_31_85_90,35,31,85,90,Thermoplastic road markings,45-35-84/402 Thermoplastic road markings;,
Pr_35_31_85_94,35,31,85,94,Vitreous enamels,,
Pr_35_31_85_96,35,31,85,96,Water-borne resin coatings,45-35-84/376 Water-borne resin coatings;,
Pr_35_31_85_98,35,31,85,98,Wearing surface dry shake material,45-35-88/390 Dry shake material for wearing surfaces;,
Pr_35_57,35,57,,,"Non-rigid sheet, mat and strip covering and finish products",,
Pr_35_57_11,35,57,11,,"Carpets, carpet tiles, underlays and mats",,
Pr_35_57_11_05,35,57,11,05,Axminster carpets,45-20-15/405 Axminster carpets;,
Pr_35_57_11_11,35,57,11,11,Cellular plastics underlays,45-20-15/310 Cellular plastics underlays;,
Pr_35_57_11_13,35,57,11,13,Cellular rubber underlays,45-20-15/315 Cellular rubber underlays;,
Pr_35_57_11_15,35,57,11,15,Combined fibrous or non,45-20-15/320 Combined fibrous or non-fibrous underlays;,
Pr_35_57_11_24,35,57,11,24,Dry felt paper interlays,45-20-15/305 Dry felt paper interlays;,
Pr_35_57_11_26,35,57,11,26,Entrance mats,45-35-35/420 Entrance matting;,
Pr_35_57_11_27,35,57,11,27,Ethylene propylene diene monomer (EPDM) rubber mats,45-20-70/312 Ethylene propylene diene monomer (EPDM) rubber mat;,
Pr_35_57_11_28,35,57,11,28,Exercise mats,,
Pr_35_57_11_29,35,57,11,29,Flat surface needled carpet tiles,45-20-15/370 Flat surface needled carpet tiles;,
Pr_35_57_11_30,35,57,11,30,Flat surface needled carpets,45-20-15/410 Flat surface needled carpets;,
Pr_35_57_11_31,35,57,11,31,Flocked carpets,45-20-15/415 Flocked carpets;,
Pr_35_57_11_36,35,57,11,36,Hessian-faced cork underlays,45-20-15/325 Hessian-faced cork underlayment;,
Pr_35_57_11_40,35,57,11,40,Impregnated fibrous underlays,45-20-15/330 Impregnated fibrous underlays;,
Pr_35_57_11_45,35,57,11,45,Knitted carpets,45-20-15/420 Knitted carpets;,
Pr_35_57_11_46,35,57,11,46,Loose-laid cushion matting,,
Pr_35_57_11_47,35,57,11,47,Loose-laid fatigue matting,,
Pr_35_57_11_49,35,57,11,49,Loose-laid matting,45-35-35/430 Loose laid matting;,
Pr_35_57_11_56,35,57,11,56,Needled felt underlays,45-20-15/335 Needled felt underlays;,
Pr_35_57_11_57,35,57,11,57,Needled pile carpet tiles,45-20-15/375 Needled pile carpet tiles;,
Pr_35_57_11_58,35,57,11,58,Needled pile carpets,45-20-15/425 Needled pile carpets;,
Pr_35_57_11_62,35,57,11,62,Pile carpet tiles,45-20-15/380 Pile carpet tiles;,
Pr_35_57_11_64,35,57,11,64,Pile carpets,45-20-15/430 Pile carpets;,
Pr_35_57_11_66,35,57,11,66,Polybutyl teraphthalate (PBT) bristle mats,45-20-20/340 Polybutyl teraphthallate (PBT) bristle mat;,
Pr_35_57_11_68,35,57,11,68,Polyvinylchloride (PVC) bristle mats,45-20-20/350 Polyvinyl chloride (PVC) bristle mat;,
Pr_35_57_11_72,35,57,11,72,Reed mats,45-75-45/350 Reed mats;,
Pr_35_57_11_74,35,57,11,74,Rubber crumb underlays,45-20-15/340 Rubber crumb underlays;,
Pr_35_57_11_85,35,57,11,85,Synthetic grass surfaces,45-20-20/360 Synthetic grass surfaces;,
Pr_35_57_11_91,35,57,11,91,Tufted carpets,45-20-15/435 Tufted carpets;,
Pr_35_57_11_97,35,57,11,97,Wilton carpets,45-20-15/440 Wilton carpets;,
Pr_35_57_15,35,57,15,,Composite surfacing and underlay products,,
Pr_35_57_15_40,35,57,15,40,In situ polymer shock absorption layers,45-20-20/320 In situ polymer shock absorption layer;,
Pr_35_57_15_42,35,57,15,42,Interlocking shock absorption panels,45-20-20/310 Interlocking shock absorption panels;,
Pr_35_57_15_75,35,57,15,75,Sand enveloped shock absorption layers,45-20-20/330 Sand envelope shock absorption layer;,
Pr_35_57_22,35,57,22,,Decorative papers and roll coverings,,
Pr_35_57_22_08,35,57,22,08,Border papers,45-25-25/410 Borders;,
Pr_35_57_22_15,35,57,22,15,Cork roll coverings,45-25-25/335 Cork roll coverings;,
Pr_35_57_22_38,35,57,22,38,Heavy duty roll coverings,45-25-25/340 Heavy duty roll coverings;,
Pr_35_57_22_42,35,57,22,42,Ingrain roll coverings,45-25-25/345 Ingrain roll coverings;,
Pr_35_57_22_46,35,57,22,46,Linen-backed lining papers,45-25-25/315 Linen backed lining papers;,
Pr_35_57_22_48,35,57,22,48,Lining papers,45-25-25/320 Lining papers;,
Pr_35_57_22_51,35,57,22,51,Metal foil roll coverings,45-25-25/350 Metal foil roll coverings;,
Pr_35_57_22_52,35,57,22,52,Metallic effect roll coverings,45-25-25/355 Metallic effect roll coverings;,
Pr_35_57_22_53,35,57,22,53,Metalized roll coverings,45-25-25/360 Metallized roll coverings;,
Pr_35_57_22_54,35,57,22,54,Mural roll coverings,45-25-25/365 Mural roll coverings;,
Pr_35_57_22_58,35,57,22,58,Non-woven lining papers,45-25-25/310 Non-woven linings;,
Pr_35_57_22_60,35,57,22,60,Paper roll coverings,45-25-25/390 Paper roll coverings;,
Pr_35_57_22_72,35,57,22,72,Relief roll coverings,45-25-25/370 Relief roll coverings;,
Pr_35_57_22_88,35,57,22,88,Textile roll coverings,45-25-25/375 Textile roll coverings;,
Pr_35_57_22_90,35,57,22,90,Textured effect roll coverings,45-25-25/380 Textured effect roll coverings;,
Pr_35_57_22_95,35,57,22,95,Vinyl roll coverings,45-25-25/385 Vinyl roll coverings;,
Pr_35_57_71,35,57,71,,Resilient floor coverings,,
Pr_35_57_71_02,35,57,71,02,Agglomerated composition cork tiles,45-20-70/410 Cork tiles – agglomerated composition;,
Pr_35_57_71_04,35,57,71,04,Agglomerated composition cork tiles with polyvinyl chloride (PVC) wearing layer,45-20-70/415 Cork tiles – agglomerated composition with PVC wearing layer;,
Pr_35_57_71_13,35,57,71,13,Composite rubber tiles,45-20-70/455 Rubber tiles – composite;,
Pr_35_57_71_15,35,57,71,15,Cork linoleum (cork carpet) sheets,45-20-70/310 Cork linoleum (cork carpet) sheet;,
Pr_35_57_71_17,35,57,71,17,Cork-backed linoleum sheets,45-20-70/325 Linoleum sheet on cork backing;,
Pr_35_57_71_19,35,57,71,19,Cork-backed polyvinyl chloride (PVC) sheets,45-20-70/340 PVC sheet on cork-based backing;,
Pr_35_57_71_20,35,57,71,20,Cork-backed polyvinyl chloride (PVC) tiles,45-20-70/435 PVC tiles on cork-based backing;,
Pr_35_57_71_25,35,57,71,25,Ethylene propylene diene monomer (EPDM) rubber tiles,45-20-70/417 Ethylene propylene diene monomer (EPDM) rubber tiles;,
Pr_35_57_71_26,35,57,71,26,Expanded (cushioned) polyvinyl chloride (PVC) sheets,45-20-70/315 Expanded (cushioned) PVC sheet;,
Pr_35_57_71_27,35,57,71,27,Expanded (cushioned) polyvinyl chloride (PVC) tiles,45-20-70/420 Expanded (cushioned) PVC tiles;,
Pr_35_57_71_28,35,57,71,28,Filled fibrous-backed polyvinyl chloride (PVC) sheets,45-20-70/345 PVC sheet on filled fibrous backing;,
